movie_id,title,content_type,genre_primary,genre_secondary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,production_budget,box_office_revenue,number_of_seasons,number_of_episodes,is_netflix_original,added_to_platform,content_warning
movie_0363,Night Secret,Movie,Animation,,1990,150.0,PG,German,USA,,9373108.0,1233608.0,,,False,2022-02-11,False
movie_0401,Queen War,Movie,Family,Action,2022,159.0,TV-Y,English,USA,5.5,1612758.0,,,,False,2022-06-29,False
movie_0410,Last Battle,Movie,Drama,,2022,586.0,TV-14,English,USA,5.4,28133203.0,146383638.0,,,False,2024-04-24,False
movie_0477,Dragon War,TV Series,Mystery,Family,2003,524.0,NC-17,Spanish,USA,5.0,,,4.0,199.0,True,2024-05-09,False
movie_0483,War Journey,Movie,Family,Thriller,2018,170.0,R,English,USA,4.0,1509950.0,9208234.0,,,False,2023-01-26,False
movie_0523,Mystery War,Movie,Fantasy,,1981,159.0,G,Italian,South Korea,6.9,5347853.0,30379004.0,,,False,2023-12-08,False
movie_0579,Last Story,Movie,Documentary,,1978,349.0,G,English,South Korea,7.0,5312135.0,69251153.0,,,False,2024-02-05,False
movie_0589,Family Adventure,Limited Series,Mystery,,2011,332.0,TV-Y,Korean,USA,7.3,,,3.0,79.0,True,2021-08-11,False
movie_0594,Journey Day,Movie,Drama,,2003,153.0,PG-13,French,Canada,6.6,1442937.0,23502658.0,,,True,2024-11-16,True
movie_0598,Queen Quest,Movie,Biography,,1995,166.0,TV-PG,English,India,6.9,719932.0,,,,False,2022-10-11,False
movie_0619,My Story,Documentary,Crime,Adventure,2014,570.0,TV-G,Japanese,UK,4.8,,,,,True,2021-03-03,True
movie_0647,Story Journey,Movie,Music,,2010,159.0,TV-Y7,French,France,8.2,12844095.0,34444993.0,,,False,2020-10-30,False
movie_0653,House Story,Stand-up Comedy,Music,Sci-Fi,1993,334.0,TV-Y,English,South Korea,5.0,,,,,False,2025-06-05,False
movie_0655,Hero Kingdom,Movie,Fantasy,Adventure,1995,166.0,TV-Y,English,USA,7.5,1537325.0,14483384.0,,,True,2022-11-10,False
movie_0672,Kingdom Dream,Movie,Biography,,2011,152.0,PG-13,French,Canada,5.6,68373.0,5231163.0,,,False,2023-03-26,False
movie_0676,Dream Hero,Movie,Adventure,Adventure,2004,174.0,TV-Y7,English,France,9.0,416301.0,268961079.0,,,True,2024-02-04,False
movie_0685,Family Mystery,Stand-up Comedy,Romance,,1999,522.0,TV-G,Korean,USA,5.9,,,,,False,2024-12-14,False
movie_0753,Kingdom Fire,Movie,Action,,2002,522.0,PG,English,USA,4.7,3194690.0,33685913.0,,,True,2021-12-26,True
movie_0765,War Phoenix,TV Series,Documentary,,2003,439.0,TV-Y,German,USA,,,,7.0,6.0,False,2021-05-12,False
movie_0839,Journey War,Movie,War,Music,1991,153.0,PG-13,English,UK,8.4,5258946.0,,,,False,2025-05-06,False
movie_0862,Day Quest,Stand-up Comedy,Family,,2002,530.0,TV-MA,Hindi,South Korea,6.3,,,,,False,2020-11-27,False
movie_0894,Mystery Secret,Movie,Thriller,Drama,2013,155.0,NC-17,Italian,South Korea,,5902404.0,803661496.0,,,False,2021-04-12,True
movie_0897,First Storm,Movie,Western,,1995,456.0,TV-MA,English,USA,9.5,,,,,True,2021-03-10,False
movie_0905,Dark Quest,Movie,Adventure,,2020,153.0,TV-Y,English,USA,6.3,,52461237.0,,,True,2024-02-17,False
movie_0954,Mission Adventure,Movie,Comedy,,2020,151.0,PG,German,USA,5.6,479995.0,31220059.0,,,True,2020-10-20,False
movie_0989,Empire Family,Movie,Biography,Fantasy,2008,168.0,TV-14,English,Canada,6.9,,784225.0,,,False,2025-07-15,False
movie_0995,Big Day,Movie,Horror,,2024,185.0,TV-PG,Japanese,South Korea,7.9,436936.0,25050655.0,,,False,2024-01-13,False
