movie_id,title,content_type,genre_primary,genre_secondary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,production_budget,box_office_revenue,number_of_seasons,number_of_episodes,is_netflix_original,added_to_platform,content_warning
movie_0038,A Empire,Movie,Action,,1993,98.0,TV-MA,Korean,USA,5.6,3127772.0,391629433.0,,,True,2021-06-29,False
movie_0039,Love Queen,Movie,Mystery,,2019,80.0,PG-13,German,USA,7.3,5603605.0,,,,False,2022-01-10,False
movie_0040,Mystery Quest,Movie,War,Music,2005,116.0,PG-13,Japanese,UK,6.4,1816487.0,2016406.0,,,False,2023-02-04,False
movie_0042,First Hero,Movie,Action,,2020,452.0,TV-G,Hindi,India,6.7,2146992.0,55547817.0,,,True,2024-06-01,False
movie_0043,City Queen,Documentary,Family,,2005,80.0,PG-13,Spanish,USA,6.3,,,,,False,2022-12-12,False
movie_0048,Secret Legend,Movie,Family,,1994,102.0,TV-14,Hindi,UK,,93953191.0,835652471.0,,,False,2024-08-30,False
movie_0050,Last Quest,TV Series,Biography,,2015,41.0,TV-PG,French,USA,6.1,,,8.0,116.0,False,2023-08-10,False
movie_0052,Hero Journey,Movie,Sport,Biography,2002,104.0,PG-13,Italian,USA,4.9,6117844.0,16638609.0,,,True,2022-11-01,False
movie_0055,Queen Quest,Movie,Sci-Fi,,2002,84.0,G,Italian,India,4.7,6494786.0,,,,True,2023-11-21,True
movie_0057,Mission Dream,Movie,Biography,,2017,82.0,TV-14,Spanish,USA,5.9,4186498.0,7674756.0,,,True,2021-10-30,False
movie_0059,Night Secret,TV Series,Romance,Sci-Fi,1992,580.0,TV-14,French,USA,6.3,,,4.0,42.0,True,2020-08-24,False
movie_0063,Hero Kingdom,Movie,Adventure,,1997,165.0,G,Hindi,UK,6.9,1360448.0,656952.0,,,False,2021-04-22,False
movie_0064,Last City,Documentary,Animation,Crime,1994,115.0,TV-PG,Japanese,South Korea,5.8,,,,,False,2021-07-03,False
movie_0065,Day Queen,Movie,Sport,,1991,109.0,TV-14,Italian,USA,,11397312.0,32147534.0,,,True,2024-11-16,False
movie_0069,An Quest,TV Series,Documentary,,2020,42.0,NC-17,Spanish,South Korea,8.1,,,9.0,6.0,False,2024-02-13,False
movie_0070,Battle City,Documentary,Biography,,2023,81.0,R,Hindi,France,6.5,,,,,False,2022-12-31,True
movie_0072,Storm Warrior,Limited Series,Sci-Fi,Drama,2015,73.0,TV-14,French,South Korea,,,,14.0,75.0,False,2021-06-09,False
movie_0073,House Family,TV Series,Action,,2021,42.0,TV-PG,German,Canada,4.8,,,5.0,121.0,True,2023-03-24,False
movie_0078,Little War,Movie,Fantasy,Mystery,1999,143.0,NC-17,Hindi,USA,,1035450.0,,,,False,2022-03-30,False
movie_0079,Mission Dream,Movie,War,,2005,414.0,TV-G,Hindi,USA,5.9,4204348.0,24367896.0,,,False,2021-02-07,False
movie_0081,Mission Fire,Movie,Documentary,,2023,119.0,TV-14,Italian,Japan,7.8,22471820.0,5603722.0,,,False,2021-06-05,False
movie_0082,Bright Phoenix,Movie,Western,,1995,408.0,TV-MA,German,South Korea,4.6,8461755.0,173407724.0,,,True,2021-04-14,False
movie_0085,Mission Secret,Stand-up Comedy,Crime,Crime,2009,44.0,TV-Y,Korean,USA,5.7,,,,,False,2024-05-03,True
movie_0087,Our Storm,Movie,Comedy,,2010,38.0,PG-13,Italian,USA,6.6,,,,,False,2021-02-22,True
movie_0089,Mystery Day,Movie,Romance,,2014,79.0,TV-Y7,Hindi,Japan,0.9,44425136.0,16348642.0,,,True,2021-06-07,True
movie_0097,Secret War,Movie,Fantasy,,2001,102.0,TV-Y,Hindi,Canada,3.1,2137471.0,36710118.0,,,False,2021-05-15,False
movie_0102,Fire War,TV Series,Comedy,Sci-Fi,2003,32.0,TV-14,Italian,South Korea,5.1,,,6.0,74.0,False,2023-08-17,True
movie_0103,Family Battle,Stand-up Comedy,Sci-Fi,Action,2017,52.0,NC-17,Italian,France,8.2,,,,,False,2024-04-16,False
movie_0105,Adventure House,Movie,Animation,Adventure,1992,109.0,TV-MA,Korean,USA,6.3,1354517.0,3059547.0,,,True,2023-09-28,False
movie_0106,Dragon Night,Documentary,Animation,Family,1991,89.0,NC-17,Spanish,South Korea,7.3,,,,,False,2020-08-25,True
movie_0108,First Phoenix,Movie,Fantasy,,2000,128.0,TV-G,Italian,USA,7.8,747506.0,151826737.0,,,False,2021-03-14,True
movie_0113,A Quest,Movie,History,,2022,110.0,PG-13,French,Germany,5.9,845349.0,4568753.0,,,False,2020-12-09,True
movie_0116,Secret Story,Documentary,Biography,Documentary,1990,134.0,TV-14,French,France,4.7,,,,,False,2024-02-27,True
movie_0119,Little Warrior,Documentary,Action,Adventure,2019,98.0,G,Hindi,South Korea,8.5,,,,,False,2025-07-26,True
movie_0126,Journey Princess,Movie,Sci-Fi,Biography,2003,125.0,TV-MA,Spanish,USA,7.4,26713214.0,5582578.0,,,False,2022-12-29,False
movie_0132,Dragon War,Documentary,Comedy,,2022,95.0,TV-PG,Spanish,Japan,7.7,,,,,False,2021-01-12,False
movie_0134,Story Night,Stand-up Comedy,Adventure,Animation,1999,52.0,PG,Spanish,France,7.3,,,,,False,2023-08-24,False
movie_0135,Princess House,Movie,Western,,2016,73.0,TV-G,Japanese,USA,5.3,,196392638.0,,,False,2023-08-10,False
movie_0141,War Story,Movie,Action,Crime,1990,96.0,PG,Korean,Japan,3.9,,351613.0,,,False,2024-10-30,True
movie_0143,Adventure Fire,Movie,Biography,,2006,143.0,NC-17,German,Germany,5.0,792013.0,5298432.0,,,True,2022-12-28,False
movie_0144,Our Dream,TV Series,Comedy,,2013,37.0,TV-14,Korean,India,9.4,,,11.0,42.0,True,2020-12-07,False
movie_0147,Dark Love,Documentary,Action,,1996,34.0,G,Japanese,UK,3.9,,,,,False,2023-02-11,False
movie_0148,War Storm,TV Series,Mystery,,1997,66.0,TV-Y7,Spanish,USA,8.9,,,1.0,101.0,True,2022-07-29,False
movie_0149,The Fire,Documentary,Action,,2000,364.0,TV-PG,Spanish,USA,3.0,,,,,False,2023-09-12,False
movie_0152,Fire Quest,Movie,Documentary,Sport,1991,104.0,TV-MA,Hindi,USA,3.6,,,,,False,2020-10-13,False
movie_0153,Phoenix Dragon,Movie,Animation,,2007,148.0,NC-17,Spanish,USA,7.8,1445488.0,,,,True,2024-01-30,False
movie_0154,Bright Phoenix,TV Series,Sci-Fi,,1998,19.0,TV-Y,Italian,UK,5.0,,,14.0,187.0,True,2024-01-15,False
movie_0157,Last Ice,Documentary,Sport,,2001,77.0,R,German,USA,10.0,,,,,False,2022-02-15,False
movie_0159,Battle Family,Movie,Drama,Mystery,2001,121.0,NC-17,Korean,India,7.7,6129856.0,6244192.0,,,False,2023-01-23,False
movie_0160,Love Journey,Movie,Comedy,,2016,10.0,R,Italian,Canada,6.6,9355608.0,738634327.0,,,False,2023-08-19,False
movie_0162,Day Fire,TV Series,Animation,Sci-Fi,2005,40.0,TV-PG,Spanish,South Korea,5.8,,,5.0,111.0,False,2021-08-23,False
movie_0167,Battle Night,TV Series,Adventure,,2010,37.0,TV-MA,Italian,USA,,,,9.0,178.0,False,2021-06-26,False
movie_0172,My Story,Movie,Horror,,1993,94.0,TV-Y,Spanish,USA,10.0,5064920.0,11553135.0,,,False,2023-09-10,False
movie_0173,Little Dragon,Stand-up Comedy,Sci-Fi,History,2002,58.0,TV-Y,Hindi,Canada,7.2,,,,,True,2022-02-04,False
movie_0174,City Battle,TV Series,Thriller,,2020,50.0,TV-Y7,Spanish,France,,,,7.0,78.0,False,2023-11-06,False
movie_0175,Fire Day,Movie,Fantasy,,2002,137.0,TV-G,German,USA,8.9,365831.0,,,,True,2023-07-13,False
movie_0176,Dream City,TV Series,Documentary,,2008,39.0,TV-Y7,French,USA,4.4,,,10.0,116.0,True,2022-09-02,False
movie_0177,Fire Princess,Movie,Drama,,2022,99.0,PG,Italian,USA,9.1,197326642.0,5829409.0,,,True,2024-09-21,False
movie_0179,Battle Empire,TV Series,Documentary,,2014,41.0,TV-PG,Spanish,UK,0.8,,,6.0,20.0,True,2023-03-30,False
movie_0189,Family Mission,Movie,Documentary,,1993,85.0,TV-MA,Japanese,USA,5.8,593000.0,99504513.0,,,False,2020-10-10,False
movie_0192,Family Queen,Movie,Comedy,Horror,2021,127.0,PG,Korean,Canada,6.1,52114579.0,24037884.0,,,False,2020-09-10,False
movie_0194,The Phoenix,Movie,Western,,2016,153.0,PG,German,USA,5.9,7058434.0,11893984.0,,,False,2022-12-03,False
movie_0195,New Phoenix,Limited Series,Music,,1996,18.0,NC-17,Korean,Canada,6.4,,,6.0,151.0,False,2022-06-15,False
movie_0196,Legend Mission,Movie,Mystery,,2014,69.0,TV-Y,Korean,Japan,4.3,5542251.0,1949871.0,,,False,2022-10-21,False
movie_0197,Adventure War,Documentary,History,Biography,1998,78.0,TV-MA,French,South Korea,7.3,,,,,True,2021-10-04,False
movie_0198,Phoenix Family,TV Series,Sport,,2007,48.0,TV-PG,Hindi,USA,4.9,,,6.0,141.0,True,2023-01-02,False
movie_0202,City Empire,Stand-up Comedy,Horror,Adventure,1961,47.0,TV-14,Spanish,France,6.1,,,,,False,2020-11-30,False
movie_0205,Adventure Legend,TV Series,Drama,Adventure,2021,73.0,R,Japanese,USA,6.5,,,2.0,109.0,False,2020-11-18,False
movie_0208,The Story,Movie,Thriller,,1993,109.0,R,Spanish,USA,7.4,5539041.0,,,,True,2021-04-28,False
movie_0210,Princess Kingdom,Movie,Sport,,2018,83.0,TV-14,German,Canada,2.7,2206961.0,,,,False,2022-02-15,False
movie_0211,Kingdom Princess,TV Series,Romance,,1998,39.0,PG-13,Italian,USA,6.1,,,2.0,97.0,False,2022-04-12,False
movie_0212,Story King,Stand-up Comedy,War,,2011,33.0,TV-Y,Hindi,UK,8.0,,,,,False,2022-12-08,False
movie_0216,Day City,Documentary,Action,,1993,85.0,G,Spanish,South Korea,8.5,,,,,False,2024-03-02,False
movie_0220,An War,TV Series,Comedy,History,2009,47.0,TV-MA,French,Germany,8.1,,,9.0,40.0,False,2022-02-21,False
movie_0222,Battle Phoenix,TV Series,Western,Drama,1994,329.0,TV-MA,Japanese,USA,,,,11.0,153.0,False,2020-10-30,False
movie_0223,Story Phoenix,TV Series,History,,2006,50.0,TV-G,Hindi,USA,6.3,,,,156.0,False,2020-10-22,False
movie_0224,The Princess,TV Series,Drama,,1994,62.0,R,German,USA,,,,2.0,43.0,False,2021-05-12,False
movie_0225,Our Family,Movie,Adventure,Drama,1994,119.0,PG-13,Spanish,India,7.4,13813223.0,,,,True,2023-05-16,False
movie_0228,City Family,Movie,Family,,2015,144.0,TV-G,Korean,UK,6.4,951503.0,8854233.0,,,False,2023-06-04,True
movie_0230,Kingdom King,Movie,Biography,,2005,491.0,TV-14,Spanish,USA,7.2,7047373.0,7555541.0,,,False,2021-06-04,False
movie_0231,Storm Quest,Limited Series,Mystery,,2020,36.0,TV-Y,German,South Korea,7.5,,,10.0,88.0,False,2025-06-19,False
movie_0234,An Fire,TV Series,Horror,Music,1991,58.0,TV-Y7,Japanese,South Korea,8.5,,,,178.0,False,2021-01-11,False
movie_0238,Bright Journey,TV Series,Adventure,,2011,46.0,PG-13,Korean,USA,8.7,,,4.0,133.0,False,2022-02-03,False
movie_0239,Kingdom Dream,Documentary,Sci-Fi,Drama,2015,79.0,G,Italian,USA,5.7,,,,,False,2022-10-17,False
movie_0240,Last House,Movie,Drama,,2022,152.0,NC-17,French,USA,,,38401267.0,,,False,2024-12-02,False
movie_0241,Dark Ice,TV Series,War,,2003,13.0,TV-14,Japanese,USA,4.9,,,10.0,90.0,False,2022-06-22,False
movie_0243,New Quest,Movie,Comedy,,1997,147.0,TV-MA,Italian,USA,6.9,1340534.0,7497976.0,,,True,2022-12-11,False
movie_0245,Night King,Movie,Mystery,Comedy,2010,81.0,TV-Y7,German,USA,5.5,,,,,False,2024-05-28,False
movie_0248,Love Storm,TV Series,Mystery,,2002,17.0,TV-PG,Spanish,Japan,7.0,,,3.0,39.0,False,2024-02-13,False
movie_0249,City Storm,Documentary,War,Action,2009,67.0,TV-14,Hindi,USA,6.5,,,,,False,2025-07-14,False
movie_0252,My Quest,Movie,Romance,,1995,140.0,TV-14,Spanish,USA,6.2,135680978.0,164970469.0,,,False,2020-10-12,False
movie_0253,City Queen,Documentary,Fantasy,,2013,99.0,TV-G,Spanish,USA,,,,,,True,2020-11-04,True
movie_0255,Dark Legend,Movie,Animation,Sport,2024,127.0,R,Hindi,USA,3.4,247987.0,11671074.0,,,False,2023-02-21,True
movie_0260,Love Love,Stand-up Comedy,Action,,2018,55.0,PG-13,French,USA,4.7,,,,,False,2023-04-29,False
movie_0261,Hero Dream,Movie,Biography,Crime,2013,88.0,G,Italian,USA,9.1,169741881.0,,,,False,2025-04-11,True
movie_0263,Big Ice,Movie,Music,Western,1994,93.0,TV-MA,Hindi,South Korea,,3501146.0,1126300.0,,,True,2023-06-25,False
movie_0267,Our War,Stand-up Comedy,Animation,,2024,51.0,PG,Japanese,South Korea,8.3,,,,,False,2021-03-22,False
movie_0269,Secret Mystery,Documentary,Drama,,2012,74.0,PG-13,Italian,UK,9.8,,,,,False,2024-10-25,False
movie_0271,Our Mission,TV Series,Music,War,2013,66.0,PG-13,French,Japan,7.3,,,1.0,78.0,True,2020-12-04,True
movie_0273,New Adventure,Stand-up Comedy,Adventure,,2003,54.0,TV-Y7,Italian,UK,6.1,,,,,False,2024-09-09,False
movie_0274,Story Phoenix,Stand-up Comedy,Horror,,1996,51.0,NC-17,Korean,USA,6.8,,,,,True,2024-11-11,False
movie_0278,Dragon Storm,TV Series,Documentary,,2023,63.0,TV-MA,Hindi,USA,6.6,,,9.0,50.0,False,2024-06-09,False
movie_0280,Legend Story,Movie,Mystery,,1995,100.0,TV-14,Italian,USA,6.7,4869656.0,523538611.0,,,False,2020-09-23,False
movie_0283,Big Mission,Movie,History,,2009,118.0,TV-Y7,Spanish,UK,6.1,1107126.0,,,,True,2024-04-22,True
movie_0286,First Queen,Stand-up Comedy,Thriller,,1995,63.0,TV-Y7,Spanish,Germany,7.3,,,,,False,2022-10-03,True
movie_0287,The Adventure,TV Series,Animation,,1995,76.0,TV-Y7,Japanese,USA,2.7,,,,199.0,False,2021-12-24,False
movie_0288,Mystery Adventure,Stand-up Comedy,Music,Sci-Fi,2005,66.0,PG,German,USA,5.8,,,,,True,2021-02-24,False
movie_0296,Ice Mystery,Movie,Documentary,,2011,102.0,PG,French,USA,7.5,2650811.0,,,,False,2024-11-01,False
movie_0298,City Dream,Movie,Adventure,,2014,121.0,PG-13,Korean,USA,6.9,2411775.0,4770765.0,,,True,2021-02-08,False
movie_0299,Quest Mystery,TV Series,Biography,,1986,36.0,R,French,Japan,7.4,,,3.0,54.0,True,2022-12-15,True
movie_0301,Fire Battle,Movie,Horror,,1991,108.0,TV-Y7,Japanese,USA,5.6,902788.0,27378941.0,,,False,2024-11-20,False
movie_0303,Quest Princess,Movie,History,Western,1990,132.0,TV-Y,Japanese,USA,6.3,27892159.0,12209704.0,,,False,2022-04-28,True
movie_0304,Dragon Warrior,Movie,History,Horror,2011,122.0,NC-17,Hindi,USA,6.3,13039164.0,51016239.0,,,True,2023-06-05,False
movie_0307,Dark Ice,Stand-up Comedy,Crime,,2023,48.0,TV-Y,Italian,India,10.0,,,,,False,2024-03-02,False
movie_0308,Old Dragon,Documentary,Western,,2010,86.0,PG-13,Korean,Canada,3.2,,,,,False,2023-10-30,False
movie_0316,Mystery Kingdom,Movie,History,,2018,119.0,NC-17,Hindi,USA,6.8,,,,,False,2024-03-25,False
movie_0317,Mystery Love,Movie,Drama,,1996,87.0,TV-Y,French,South Korea,8.6,,544577.0,,,True,2025-03-25,True
movie_0319,My Journey,Movie,Crime,,1990,121.0,TV-Y7,Japanese,South Korea,5.3,,5454814.0,,,True,2021-04-06,True
movie_0322,Day Night,Movie,Western,,2015,109.0,PG,Spanish,USA,6.2,18695365.0,255722052.0,,,True,2022-07-30,False
movie_0325,Dream Family,Stand-up Comedy,Sport,,2011,64.0,TV-14,Hindi,Canada,4.8,,,,,False,2025-07-31,False
movie_0328,Mystery Day,Documentary,Horror,Family,2024,46.0,TV-Y7,Italian,USA,9.3,,,,,False,2021-04-15,False
movie_0331,A Quest,TV Series,Family,,2018,36.0,PG,Italian,UK,,,,3.0,138.0,True,2020-12-01,False
movie_0332,Queen Dream,Stand-up Comedy,Fantasy,Crime,1997,75.0,TV-Y7,Spanish,USA,6.5,,,,,True,2023-07-11,False
movie_0333,The Dream,Movie,Action,,2019,72.0,TV-14,Korean,USA,8.0,3004314.0,,,,True,2020-11-09,False
movie_0334,Story Warrior,Limited Series,Comedy,,1998,39.0,TV-14,Hindi,India,6.2,,,13.0,31.0,False,2022-10-31,False
movie_0335,Quest Mission,TV Series,Crime,,2016,27.0,TV-14,Japanese,South Korea,,,,,149.0,False,2022-12-28,False
movie_0337,Storm Dream,TV Series,Documentary,,2014,31.0,TV-Y7,French,USA,5.9,,,7.0,199.0,True,2024-08-12,False
movie_0339,Big Empire,Movie,Fantasy,Sport,1961,106.0,PG-13,Spanish,Japan,7.5,945058.0,,,,False,2024-10-19,False
movie_0347,Story Warrior,TV Series,Comedy,Family,1996,51.0,NC-17,French,USA,4.9,,,9.0,168.0,True,2021-05-23,False
movie_0348,Quest Adventure,TV Series,Sport,Family,2024,43.0,TV-PG,Spanish,USA,6.4,,,13.0,123.0,True,2025-01-10,False
movie_0352,New Kingdom,Documentary,Thriller,,2022,54.0,TV-Y,Japanese,USA,6.1,,,,,False,2024-03-23,False
movie_0353,Quest Hero,Limited Series,Action,Adventure,2009,437.0,NC-17,Italian,USA,5.5,,,7.0,19.0,False,2020-08-21,False
movie_0354,New Adventure,Documentary,Adventure,Thriller,2010,85.0,G,Spanish,USA,7.0,,,,,False,2021-01-20,False
movie_0356,Love Empire,TV Series,Music,History,1999,43.0,TV-PG,Korean,USA,7.9,,,14.0,67.0,False,2023-07-28,False
movie_0359,Quest Hero,Movie,Biography,,1973,103.0,TV-14,Korean,USA,,22962132.0,124272260.0,,,False,2025-06-13,True
movie_0363,Night Secret,Movie,Animation,,1990,150.0,PG,German,USA,,9373108.0,1233608.0,,,False,2022-02-11,False
movie_0368,The Empire,Movie,Western,Fantasy,2018,95.0,TV-PG,French,Canada,6.1,29387509.0,,,,True,2021-05-17,False
movie_0369,Big Ice,Documentary,Family,Adventure,2008,58.0,TV-Y,Hindi,Japan,5.9,,,,,False,2023-05-08,False
movie_0370,Princess Quest,Movie,Music,Thriller,2015,87.0,PG-13,Spanish,USA,,1373809.0,,,,False,2021-09-16,False
movie_0371,King Love,TV Series,Biography,Drama,2017,46.0,TV-PG,Hindi,South Korea,6.3,,,1.0,168.0,True,2025-07-23,False
movie_0373,Queen Journey,TV Series,War,,2001,51.0,TV-MA,Spanish,South Korea,5.5,,,7.0,147.0,False,2021-06-17,False
movie_0375,Last Kingdom,Movie,Fantasy,Animation,2019,129.0,TV-Y7,Japanese,Canada,7.3,11990701.0,,,,False,2021-03-15,False
movie_0377,Ice Journey,Movie,Animation,,2016,105.0,NC-17,Japanese,USA,5.6,4268594.0,3435870.0,,,False,2024-10-10,False
movie_0379,Our Battle,TV Series,Horror,,2007,41.0,TV-G,Japanese,South Korea,,,,13.0,164.0,False,2021-03-23,False
movie_0380,House Dragon,Stand-up Comedy,Animation,,2015,66.0,PG-13,Hindi,USA,8.2,,,,,True,2023-06-17,False
movie_0388,An Mission,Documentary,Animation,Thriller,1994,35.0,TV-G,Spanish,USA,2.0,,,,,False,2024-07-29,False
movie_0389,Last Mission,Movie,History,Western,2023,122.0,TV-14,German,Canada,8.7,17655990.0,7400330.0,,,False,2023-03-20,True
movie_0390,Old Night,Movie,Fantasy,Sci-Fi,2004,94.0,TV-Y7,Spanish,USA,2.7,1231347.0,2483539.0,,,False,2024-07-05,False
movie_0391,Night Night,Stand-up Comedy,Crime,Biography,2006,87.0,TV-PG,French,USA,1.2,,,,,True,2021-04-22,False
movie_0392,Hero City,TV Series,Adventure,,2010,49.0,PG-13,French,USA,8.9,,,8.0,101.0,False,2024-09-26,True
movie_0394,Dark Kingdom,TV Series,Adventure,,2014,26.0,R,Spanish,South Korea,6.1,,,6.0,97.0,True,2023-12-17,False
movie_0397,Legend Adventure,Stand-up Comedy,Sci-Fi,,2016,72.0,G,Spanish,USA,6.0,,,,,False,2022-01-18,True
movie_0399,Our Ice,Documentary,Horror,,1996,87.0,TV-Y7,French,USA,6.8,,,,,False,2021-12-16,False
movie_0400,Night Queen,Movie,Action,,2002,73.0,TV-MA,Korean,UK,,179175.0,28601135.0,,,False,2024-05-29,False
movie_0402,Fire Dream,Stand-up Comedy,Romance,,2005,41.0,NC-17,German,Canada,7.1,,,,,False,2023-04-05,False
movie_0403,Legend Legend,Movie,History,,1992,106.0,R,Japanese,USA,2.0,,309036948.0,,,True,2022-01-07,False
movie_0404,Family Story,TV Series,War,,1990,53.0,TV-14,Korean,India,7.2,,,2.0,53.0,True,2020-09-21,False
movie_0411,Dream Dream,Movie,Music,Romance,2013,126.0,TV-Y,Japanese,USA,,,5867475.0,,,False,2025-03-15,True
movie_0412,Princess Adventure,Limited Series,Comedy,,1996,68.0,TV-G,Spanish,USA,3.8,,,9.0,132.0,False,2025-01-13,False
movie_0413,Legend Day,Movie,Family,Family,2006,80.0,TV-Y,Hindi,UK,3.5,11692054.0,4330263.0,,,False,2022-10-29,False
movie_0416,A Mystery,Stand-up Comedy,Mystery,,1992,45.0,R,Spanish,USA,9.1,,,,,False,2021-06-11,False
movie_0419,New Fire,TV Series,Fantasy,,1993,65.0,TV-14,Spanish,India,5.2,,,8.0,98.0,False,2025-01-03,False
movie_0420,War Hero,Stand-up Comedy,Western,,1990,53.0,PG,Spanish,South Korea,6.8,,,,,False,2023-09-04,False
movie_0422,City Night,TV Series,Family,,2021,46.0,PG-13,Hindi,Germany,5.8,,,5.0,129.0,False,2022-12-20,False
movie_0426,Warrior King,Movie,Action,,2004,131.0,PG,French,USA,5.2,5821087.0,15559765.0,,,False,2024-03-17,False
movie_0432,Love Journey,Limited Series,Animation,,2019,60.0,R,French,USA,6.7,,,,29.0,True,2021-04-26,False
movie_0438,Mission Fire,TV Series,Mystery,Animation,2007,40.0,NC-17,Korean,USA,0.7,,,12.0,138.0,False,2025-01-16,False
movie_0440,Love War,Movie,Biography,Animation,2023,132.0,TV-G,Hindi,USA,7.4,8101114.0,18148075.0,,,True,2021-08-30,False
movie_0441,Day Legend,TV Series,Comedy,Thriller,1993,56.0,TV-G,Hindi,USA,4.0,,,8.0,199.0,False,2021-07-14,False
movie_0447,House Night,Stand-up Comedy,History,,2005,31.0,G,Italian,Germany,4.7,,,,,False,2023-04-30,True
movie_0451,Family Legend,Movie,Family,Sport,2005,109.0,TV-MA,Japanese,Japan,6.8,2290910.0,,,,True,2024-11-16,False
movie_0452,Family Secret,Limited Series,Romance,,2024,56.0,TV-Y7,French,USA,,,,11.0,58.0,True,2023-12-23,False
movie_0454,Princess Queen,Movie,Mystery,,1998,113.0,NC-17,Hindi,UK,6.6,357135.0,1413140.0,,,False,2022-07-31,False
movie_0456,Ice Legend,Movie,War,,1979,104.0,PG-13,Hindi,USA,,,96016345.0,,,False,2025-07-18,False
movie_0457,The Day,TV Series,Drama,Family,1995,45.0,G,Hindi,USA,1.7,,,,97.0,False,2023-03-02,False
movie_0460,Family Journey,TV Series,Documentary,History,2013,24.0,TV-14,Italian,Japan,,,,9.0,66.0,False,2022-02-23,False
movie_0461,King Queen,Stand-up Comedy,Fantasy,,2003,61.0,TV-PG,Spanish,Canada,5.6,,,,,True,2024-05-07,False
movie_0462,Last Kingdom,TV Series,Drama,,2007,53.0,TV-PG,Spanish,USA,9.0,,,13.0,17.0,True,2023-05-23,False
movie_0465,Battle Fire,Documentary,Romance,,2006,91.0,R,Korean,USA,7.4,,,,,False,2023-08-04,False
movie_0468,King Phoenix,TV Series,Action,Western,1992,27.0,TV-Y7,Spanish,USA,7.0,,,,117.0,False,2023-06-17,False
movie_0470,Mystery House,Documentary,Biography,,1994,112.0,TV-Y,Italian,USA,5.7,,,,,False,2025-06-30,False
movie_0471,Our Journey,TV Series,Documentary,,2017,45.0,G,Italian,India,8.0,,,8.0,177.0,False,2023-11-19,False
movie_0473,Journey House,Movie,Animation,Drama,1998,95.0,NC-17,German,USA,5.5,1622983.0,,,,True,2021-11-01,False
movie_0475,A Secret,Movie,Drama,,2014,112.0,PG,French,Germany,5.2,1942432.0,50827785.0,,,False,2022-10-20,False
movie_0476,Bright Storm,Limited Series,Action,Animation,2016,35.0,TV-G,Spanish,South Korea,,,,14.0,176.0,False,2024-09-11,False
movie_0477,Dragon War,TV Series,Mystery,Family,2003,524.0,NC-17,Spanish,USA,5.0,,,4.0,199.0,True,2024-05-09,False
movie_0479,Little House,TV Series,Biography,Family,2013,56.0,PG-13,Spanish,South Korea,6.8,,,8.0,94.0,False,2020-09-13,False
movie_0484,Secret King,Movie,Animation,Adventure,1994,90.0,TV-MA,Japanese,South Korea,4.8,360993.0,2993307.0,,,False,2020-08-24,False
movie_0485,Bright Queen,Movie,Drama,,1998,133.0,NC-17,French,USA,7.8,3337484.0,33861358.0,,,False,2023-11-06,False
movie_0487,Mystery Secret,Documentary,History,Biography,1999,75.0,TV-Y7,Korean,USA,6.6,,,,,False,2021-05-26,False
movie_0488,My Mystery,Movie,Thriller,,2013,111.0,NC-17,Hindi,Canada,,252254.0,161575.0,,,False,2023-07-16,False
movie_0490,A Storm,Documentary,Sci-Fi,Romance,1996,118.0,TV-Y,Hindi,Canada,,,,,,False,2022-11-12,False
